0/6090, t=0.200036s
3068/6090, t=0.450803s
3069/6090, t=0.450836s
3070/6090, t=0.450869s
3071/6090, t=0.450903s
3072/6090, t=0.450936s
3073/6090, t=0.450969s
3074/6090, t=0.451003s
3075/6090, t=0.451036s
3076/6090, t=0.451069s
3077/6090, t=0.451103s
3078/6090, t=0.451136s
3079/6090, t=0.451169s
3080/6090, t=0.451203s
3081/6090, t=0.451236s
3082/6090, t=0.451269s
3083/6090, t=0.451303s
3084/6090, t=0.451336s
3085/6090, t=0.451369s
3086/6090, t=0.451403s
3087/6090, t=0.451436s
3088/6090, t=0.451469s
3089/6090, t=0.451503s
3090/6090, t=0.451536s
3091/6090, t=0.451569s
3092/6090, t=0.451603s
3093/6090, t=0.451636s
3094/6090, t=0.451669s
3095/6090, t=0.451703s
3096/6090, t=0.451736s
3097/6090, t=0.451769s
3098/6090, t=0.451803s
3099/6090, t=0.451836s
3100/6090, t=0.451869s
3101/6090, t=0.451903s
3102/6090, t=0.451936s
3103/6090, t=0.451969s
3104/6090, t=0.452003s
3105/6090, t=0.452036s
3106/6090, t=0.452069s
3107/6090, t=0.452103s
3108/6090, t=0.452136s
3109/6090, t=0.452169s
3110/6090, t=0.452203s
3111/6090, t=0.452236s
3112/6090, t=0.452269s
3113/6090, t=0.452303s
3114/6090, t=0.452336s
3115/6090, t=0.452369s
3116/6090, t=0.452403s
3117/6090, t=0.452436s
3118/6090, t=0.452469s
3119/6090, t=0.452503s
3120/6090, t=0.452536s
3121/6090, t=0.452569s
3122/6090, t=0.452603s
3123/6090, t=0.452636s
3124/6090, t=0.452669s
3125/6090, t=0.452703s
3126/6090, t=0.452736s
3127/6090, t=0.452769s
3128/6090, t=0.452803s
3129/6090, t=0.452836s
3130/6090, t=0.452869s
3131/6090, t=0.452903s
3132/6090, t=0.452936s
3133/6090, t=0.452969s
3134/6090, t=0.453003s
3135/6090, t=0.453036s
3136/6090, t=0.453069s
3137/6090, t=0.453103s
3138/6090, t=0.453136s
3139/6090, t=0.453169s
3140/6090, t=0.453203s
3141/6090, t=0.453236s
3142/6090, t=0.453269s
3143/6090, t=0.453303s
3144/6090, t=0.453336s
3145/6090, t=0.453369s
3146/6090, t=0.453403s
3147/6090, t=0.453436s
3148/6090, t=0.453469s
3149/6090, t=0.453503s
3150/6090, t=0.453536s
3151/6090, t=0.453569s
3152/6090, t=0.453603s
3153/6090, t=0.453636s
3154/6090, t=0.453669s
3155/6090, t=0.453703s
3156/6090, t=0.453736s
3157/6090, t=0.453769s
3158/6090, t=0.453803s
3159/6090, t=0.453836s
3160/6090, t=0.453869s
3161/6090, t=0.453903s
3162/6090, t=0.453936s
3163/6090, t=0.453969s
3164/6090, t=0.454003s
3165/6090, t=0.454036s
3166/6090, t=0.454069s
3167/6090, t=0.454103s
3168/6090, t=0.454136s
3169/6090, t=0.454169s
3170/6090, t=0.454203s
3171/6090, t=0.454236s
3172/6090, t=0.454269s
3173/6090, t=0.454303s
3174/6090, t=0.454336s
3175/6090, t=0.454369s
3176/6090, t=0.454403s
3177/6090, t=0.454436s
3178/6090, t=0.454469s
3179/6090, t=0.454503s
3180/6090, t=0.454536s
3181/6090, t=0.454569s
3182/6090, t=0.454603s
3183/6090, t=0.454636s
3184/6090, t=0.454669s
3185/6090, t=0.454703s
3186/6090, t=0.454736s
3187/6090, t=0.454769s
3188/6090, t=0.454803s
3189/6090, t=0.454836s
3190/6090, t=0.454869s
3191/6090, t=0.454903s
3192/6090, t=0.454936s
3193/6090, t=0.454969s
3194/6090, t=0.455003s
3195/6090, t=0.455036s
3196/6090, t=0.455069s
3197/6090, t=0.455103s
3198/6090, t=0.455136s
3199/6090, t=0.455169s
3200/6090, t=0.455203s
3201/6090, t=0.455236s
3202/6090, t=0.455269s
3203/6090, t=0.455303s
3204/6090, t=0.455336s
3205/6090, t=0.455369s
3206/6090, t=0.455403s
3207/6090, t=0.455436s
3208/6090, t=0.455469s
3209/6090, t=0.455503s
3210/6090, t=0.455536s
3211/6090, t=0.455569s
3212/6090, t=0.455603s
3213/6090, t=0.455636s
3214/6090, t=0.455669s
3215/6090, t=0.455703s
3216/6090, t=0.455736s
3217/6090, t=0.455769s
3218/6090, t=0.455803s
3219/6090, t=0.455836s
3220/6090, t=0.455869s
3221/6090, t=0.455903s
3222/6090, t=0.455936s
3223/6090, t=0.455969s
3224/6090, t=0.456003s
3225/6090, t=0.456036s
3226/6090, t=0.456069s
3227/6090, t=0.456103s
3228/6090, t=0.456136s
3229/6090, t=0.456169s
3230/6090, t=0.456203s
3231/6090, t=0.456236s
3232/6090, t=0.456269s
3233/6090, t=0.456303s
3234/6090, t=0.456336s
3235/6090, t=0.456369s
3236/6090, t=0.456403s
3237/6090, t=0.456436s
3238/6090, t=0.456469s
3239/6090, t=0.456503s
3240/6090, t=0.456536s
3241/6090, t=0.456569s
3242/6090, t=0.456603s
3243/6090, t=0.456636s
3244/6090, t=0.456669s
3245/6090, t=0.456703s
3246/6090, t=0.456736s
3247/6090, t=0.456769s
3248/6090, t=0.456803s
3249/6090, t=0.456836s
3250/6090, t=0.456869s
3251/6090, t=0.456903s
3252/6090, t=0.456936s
3253/6090, t=0.456969s
3254/6090, t=0.457003s
3255/6090, t=0.457036s
3256/6090, t=0.457069s
3257/6090, t=0.457103s
3258/6090, t=0.457136s
3259/6090, t=0.457169s
3260/6090, t=0.457203s
3261/6090, t=0.457236s
3262/6090, t=0.457269s
3263/6090, t=0.457303s
3264/6090, t=0.457336s
3265/6090, t=0.457369s
3266/6090, t=0.457403s
3267/6090, t=0.457436s
3268/6090, t=0.457469s
3269/6090, t=0.457503s
3270/6090, t=0.457536s
3271/6090, t=0.457569s
3272/6090, t=0.457603s
3273/6090, t=0.457636s
3274/6090, t=0.457669s
3275/6090, t=0.457703s
3276/6090, t=0.457736s
3277/6090, t=0.457769s
3278/6090, t=0.457803s
3279/6090, t=0.457836s
3280/6090, t=0.457869s
3281/6090, t=0.457903s
3282/6090, t=0.457936s
3283/6090, t=0.457969s
3284/6090, t=0.458003s
3285/6090, t=0.458036s
3286/6090, t=0.458069s
3287/6090, t=0.458103s
3288/6090, t=0.458136s
3289/6090, t=0.458169s
3290/6090, t=0.458203s
3291/6090, t=0.458236s
3292/6090, t=0.458269s
3293/6090, t=0.458303s
3294/6090, t=0.458336s
3295/6090, t=0.458369s
3296/6090, t=0.458403s
3297/6090, t=0.458436s
3298/6090, t=0.458469s
3299/6090, t=0.458503s
3300/6090, t=0.458536s
3301/6090, t=0.458569s
3302/6090, t=0.458603s
3303/6090, t=0.458636s
3304/6090, t=0.458669s
3305/6090, t=0.458703s
3306/6090, t=0.458736s
3307/6090, t=0.458769s
3308/6090, t=0.458803s
3309/6090, t=0.458836s
3310/6090, t=0.458869s
3311/6090, t=0.458903s
3312/6090, t=0.458936s
3313/6090, t=0.458969s
3314/6090, t=0.459003s
3315/6090, t=0.459036s
3316/6090, t=0.459069s
3317/6090, t=0.459103s
3318/6090, t=0.459136s
3319/6090, t=0.459169s
3320/6090, t=0.459203s
3321/6090, t=0.459236s
3322/6090, t=0.459269s
3323/6090, t=0.459303s
3324/6090, t=0.459336s
3325/6090, t=0.459369s
3326/6090, t=0.459403s
3327/6090, t=0.459436s
3328/6090, t=0.459469s
3329/6090, t=0.459503s
3330/6090, t=0.459536s
3331/6090, t=0.459569s
3332/6090, t=0.459603s
3333/6090, t=0.459636s
3334/6090, t=0.459669s
3335/6090, t=0.459703s
3336/6090, t=0.459736s
3337/6090, t=0.459769s
3338/6090, t=0.459803s
3339/6090, t=0.459836s
3340/6090, t=0.459869s
3341/6090, t=0.459903s
3342/6090, t=0.459936s
3343/6090, t=0.459969s
3344/6090, t=0.460003s
3345/6090, t=0.460036s
3346/6090, t=0.460069s
3347/6090, t=0.460103s
3348/6090, t=0.460136s
3349/6090, t=0.460169s
3350/6090, t=0.460203s
3351/6090, t=0.460236s
3352/6090, t=0.460269s
3353/6090, t=0.460303s
3354/6090, t=0.460336s
3355/6090, t=0.460369s
3356/6090, t=0.460403s
3357/6090, t=0.460436s
3358/6090, t=0.460469s
3359/6090, t=0.460503s
3360/6090, t=0.460536s
3361/6090, t=0.460569s
3362/6090, t=0.460603s
3363/6090, t=0.460636s
3364/6090, t=0.460669s
3365/6090, t=0.460703s
3366/6090, t=0.460736s
3367/6090, t=0.460769s
3368/6090, t=0.460803s
3369/6090, t=0.460836s
3370/6090, t=0.460869s
3371/6090, t=0.460903s
3372/6090, t=0.460936s
3373/6090, t=0.460969s
3374/6090, t=0.461003s
3375/6090, t=0.461036s
3376/6090, t=0.461069s
3377/6090, t=0.461103s
3378/6090, t=0.461136s
3379/6090, t=0.461169s
3380/6090, t=0.461203s
3381/6090, t=0.461236s
3382/6090, t=0.461269s
3383/6090, t=0.461303s
3384/6090, t=0.461336s
3385/6090, t=0.461369s
3386/6090, t=0.461403s
3387/6090, t=0.461436s
3388/6090, t=0.461469s
3389/6090, t=0.461503s
3390/6090, t=0.461536s
3391/6090, t=0.461569s
3392/6090, t=0.461603s
3393/6090, t=0.461636s
3394/6090, t=0.461669s
3395/6090, t=0.461703s
3396/6090, t=0.461736s
3397/6090, t=0.461769s
3398/6090, t=0.461803s
3399/6090, t=0.461836s
3400/6090, t=0.461869s
3401/6090, t=0.461903s
3402/6090, t=0.461936s
3403/6090, t=0.461969s
3404/6090, t=0.462003s
3405/6090, t=0.462036s
3406/6090, t=0.462069s
3407/6090, t=0.462103s
3408/6090, t=0.462136s
3409/6090, t=0.462169s
3410/6090, t=0.462203s
3411/6090, t=0.462236s
3412/6090, t=0.462269s
3413/6090, t=0.462303s
3414/6090, t=0.462336s
3415/6090, t=0.462369s
3416/6090, t=0.462403s
3417/6090, t=0.462436s
3418/6090, t=0.462469s
3419/6090, t=0.462503s
3420/6090, t=0.462536s
3421/6090, t=0.462569s
3422/6090, t=0.462603s
3423/6090, t=0.462636s
3424/6090, t=0.462669s
3425/6090, t=0.462703s
3426/6090, t=0.462736s
3427/6090, t=0.462769s
3428/6090, t=0.462803s
3429/6090, t=0.462836s
3430/6090, t=0.462869s
3431/6090, t=0.462903s
3432/6090, t=0.462936s
3433/6090, t=0.462969s
3434/6090, t=0.463003s
3435/6090, t=0.463036s
3436/6090, t=0.463069s
3437/6090, t=0.463103s
3438/6090, t=0.463136s
3439/6090, t=0.463169s
3440/6090, t=0.463203s
3441/6090, t=0.463236s
3442/6090, t=0.463269s
3443/6090, t=0.463303s
3444/6090, t=0.463336s
3445/6090, t=0.463369s
3446/6090, t=0.463403s
3447/6090, t=0.463436s
3448/6090, t=0.463469s
3449/6090, t=0.463503s
3450/6090, t=0.463536s
3451/6090, t=0.463569s
3452/6090, t=0.463603s
3453/6090, t=0.463636s
3454/6090, t=0.463669s
3455/6090, t=0.463703s
3456/6090, t=0.463736s
3457/6090, t=0.463769s
3458/6090, t=0.463803s
3459/6090, t=0.463836s
3460/6090, t=0.463869s
3461/6090, t=0.463903s
3462/6090, t=0.463936s
3463/6090, t=0.463969s
3464/6090, t=0.464003s
3465/6090, t=0.464036s
3466/6090, t=0.464069s
3467/6090, t=0.464103s
3468/6090, t=0.464136s
3469/6090, t=0.464169s
3470/6090, t=0.464203s
3471/6090, t=0.464236s
3472/6090, t=0.464269s
3473/6090, t=0.464303s
3474/6090, t=0.464336s
3475/6090, t=0.464369s
3476/6090, t=0.464403s
3477/6090, t=0.464436s
3478/6090, t=0.464469s
3479/6090, t=0.464503s
3480/6090, t=0.464536s
3481/6090, t=0.464569s
3482/6090, t=0.464603s
3483/6090, t=0.464636s
3484/6090, t=0.464669s
3485/6090, t=0.464703s
3486/6090, t=0.464736s
3487/6090, t=0.464769s
3488/6090, t=0.464803s
3489/6090, t=0.464836s
3490/6090, t=0.464869s
3491/6090, t=0.464903s
3492/6090, t=0.464936s
3493/6090, t=0.464969s
3494/6090, t=0.465003s
3495/6090, t=0.465036s
3496/6090, t=0.465069s
3497/6090, t=0.465103s
3498/6090, t=0.465136s
3499/6090, t=0.465169s
3500/6090, t=0.465203s
3501/6090, t=0.465236s
3502/6090, t=0.465269s
3503/6090, t=0.465303s
3504/6090, t=0.465336s
3505/6090, t=0.465369s
3506/6090, t=0.465403s
3507/6090, t=0.465436s
3508/6090, t=0.465469s
3509/6090, t=0.465503s
3510/6090, t=0.465536s
3511/6090, t=0.465569s
3512/6090, t=0.465603s
3513/6090, t=0.465636s
3514/6090, t=0.465669s
3515/6090, t=0.465703s
3516/6090, t=0.465736s
3517/6090, t=0.465769s
3518/6090, t=0.465803s
3519/6090, t=0.465836s
3520/6090, t=0.465869s
3521/6090, t=0.465903s
3522/6090, t=0.465936s
3523/6090, t=0.465969s
3524/6090, t=0.466003s
3525/6090, t=0.466036s
3526/6090, t=0.466069s
3527/6090, t=0.466103s
3528/6090, t=0.466136s
3529/6090, t=0.466169s
3530/6090, t=0.466203s
3531/6090, t=0.466236s
3532/6090, t=0.466269s
3533/6090, t=0.466303s
3534/6090, t=0.466336s
3535/6090, t=0.466369s
3536/6090, t=0.466403s
3537/6090, t=0.466436s
3538/6090, t=0.466469s
3539/6090, t=0.466503s
3540/6090, t=0.466536s
3541/6090, t=0.466569s
3542/6090, t=0.466603s
3543/6090, t=0.466636s
3544/6090, t=0.466669s
3545/6090, t=0.466703s
3546/6090, t=0.466736s
3547/6090, t=0.466769s
3548/6090, t=0.466803s
3549/6090, t=0.466836s
3550/6090, t=0.466869s
3551/6090, t=0.466903s
3552/6090, t=0.466936s
3553/6090, t=0.466969s
3554/6090, t=0.467003s
3555/6090, t=0.467036s
3556/6090, t=0.467069s
3557/6090, t=0.467103s
3558/6090, t=0.467136s
3559/6090, t=0.467169s
3560/6090, t=0.467203s
3561/6090, t=0.467236s
3562/6090, t=0.467269s
3563/6090, t=0.467303s
3564/6090, t=0.467336s
3565/6090, t=0.467369s
3566/6090, t=0.467403s
3567/6090, t=0.467436s
3568/6090, t=0.467469s
3569/6090, t=0.467503s
3570/6090, t=0.467536s
3571/6090, t=0.467569s
3572/6090, t=0.467603s
3573/6090, t=0.467636s
3574/6090, t=0.467669s
3575/6090, t=0.467703s
3576/6090, t=0.467736s
3577/6090, t=0.467769s
3578/6090, t=0.467803s
3579/6090, t=0.467836s
3580/6090, t=0.467869s
3581/6090, t=0.467903s
3582/6090, t=0.467936s
3583/6090, t=0.467969s
3584/6090, t=0.468003s
3585/6090, t=0.468036s
3586/6090, t=0.468069s
3587/6090, t=0.468103s
3588/6090, t=0.468136s
3589/6090, t=0.468169s
3590/6090, t=0.468203s
3591/6090, t=0.468236s
3592/6090, t=0.468269s
3593/6090, t=0.468303s
3594/6090, t=0.468336s
3595/6090, t=0.468369s
3596/6090, t=0.468403s
3597/6090, t=0.468436s
3598/6090, t=0.468469s
3599/6090, t=0.468503s
3600/6090, t=0.468536s
3601/6090, t=0.468569s
3602/6090, t=0.468603s
3603/6090, t=0.468636s
3604/6090, t=0.468669s
3605/6090, t=0.468703s
3606/6090, t=0.468736s
3607/6090, t=0.468769s
3608/6090, t=0.468803s
3609/6090, t=0.468836s
3610/6090, t=0.468869s
3611/6090, t=0.468903s
3612/6090, t=0.468936s
3613/6090, t=0.468969s
3614/6090, t=0.469003s
3615/6090, t=0.469036s
3616/6090, t=0.469069s
3617/6090, t=0.469103s
3618/6090, t=0.469136s
3619/6090, t=0.469169s
3620/6090, t=0.469203s
3621/6090, t=0.469236s
3622/6090, t=0.469269s
3623/6090, t=0.469303s
3624/6090, t=0.469336s
3625/6090, t=0.469369s
3626/6090, t=0.469403s
3627/6090, t=0.469436s
3628/6090, t=0.469469s
3629/6090, t=0.469503s
3630/6090, t=0.469536s
3631/6090, t=0.469569s
3632/6090, t=0.469603s
3633/6090, t=0.469636s
3634/6090, t=0.469669s
3635/6090, t=0.469703s
3636/6090, t=0.469736s
3637/6090, t=0.469769s
3638/6090, t=0.469803s
3639/6090, t=0.469836s
3640/6090, t=0.469869s
3641/6090, t=0.469903s
3642/6090, t=0.469936s
3643/6090, t=0.469969s
3644/6090, t=0.470003s
3645/6090, t=0.470036s
3646/6090, t=0.470069s
3647/6090, t=0.470103s
3648/6090, t=0.470136s
3649/6090, t=0.470169s
3650/6090, t=0.470203s
3651/6090, t=0.470236s
3652/6090, t=0.470269s
3653/6090, t=0.470303s
3654/6090, t=0.470336s
3655/6090, t=0.470369s
3656/6090, t=0.470403s
3657/6090, t=0.470436s
3658/6090, t=0.470469s
3659/6090, t=0.470503s
3660/6090, t=0.470536s
3661/6090, t=0.470569s
3662/6090, t=0.470603s
3663/6090, t=0.470636s
3664/6090, t=0.470669s
3665/6090, t=0.470703s
3666/6090, t=0.470736s
3667/6090, t=0.470769s
3668/6090, t=0.470803s
3669/6090, t=0.470836s
3670/6090, t=0.470869s
3671/6090, t=0.470903s
3672/6090, t=0.470936s
3673/6090, t=0.470969s
3674/6090, t=0.471003s
3675/6090, t=0.471036s
3676/6090, t=0.471069s
3677/6090, t=0.471103s
3678/6090, t=0.471136s
3679/6090, t=0.471169s
3680/6090, t=0.471203s
3681/6090, t=0.471236s
3682/6090, t=0.471269s
3683/6090, t=0.471303s
3684/6090, t=0.471336s
3685/6090, t=0.471369s
3686/6090, t=0.471403s
3687/6090, t=0.471436s
3688/6090, t=0.471469s
3689/6090, t=0.471503s
3690/6090, t=0.471536s
3691/6090, t=0.471569s
3692/6090, t=0.471603s
3693/6090, t=0.471636s
3694/6090, t=0.471669s
3695/6090, t=0.471703s
3696/6090, t=0.471736s
3697/6090, t=0.471769s
3698/6090, t=0.471803s
3699/6090, t=0.471836s
3700/6090, t=0.471869s
3701/6090, t=0.471903s
3702/6090, t=0.471936s
3703/6090, t=0.471969s
3704/6090, t=0.472003s
3705/6090, t=0.472036s
3706/6090, t=0.472069s
3707/6090, t=0.472103s
3708/6090, t=0.472136s
3709/6090, t=0.472169s
3710/6090, t=0.472203s
3711/6090, t=0.472236s
3712/6090, t=0.472269s
3713/6090, t=0.472303s
3714/6090, t=0.472336s
3715/6090, t=0.472369s
3716/6090, t=0.472403s
3717/6090, t=0.472436s
3718/6090, t=0.472469s
3719/6090, t=0.472503s
3720/6090, t=0.472536s
3721/6090, t=0.472569s
3722/6090, t=0.472603s
3723/6090, t=0.472636s
3724/6090, t=0.472669s
3725/6090, t=0.472703s
3726/6090, t=0.472736s
3727/6090, t=0.472769s
3728/6090, t=0.472803s
3729/6090, t=0.472836s
3730/6090, t=0.472869s
3731/6090, t=0.472903s
3732/6090, t=0.472936s
3733/6090, t=0.472969s
3734/6090, t=0.473003s
3735/6090, t=0.473036s
3736/6090, t=0.473069s
3737/6090, t=0.473103s
3738/6090, t=0.473136s
3739/6090, t=0.473169s
3740/6090, t=0.473203s
3741/6090, t=0.473236s
3742/6090, t=0.473269s
3743/6090, t=0.473303s
3744/6090, t=0.473336s
3745/6090, t=0.473369s
3746/6090, t=0.473403s
3747/6090, t=0.473436s
3748/6090, t=0.473469s
3749/6090, t=0.473503s
3750/6090, t=0.473536s
3751/6090, t=0.473569s
3752/6090, t=0.473603s
3753/6090, t=0.473636s
3754/6090, t=0.473669s
3755/6090, t=0.473703s
3756/6090, t=0.473736s
3757/6090, t=0.473769s
3758/6090, t=0.473803s
3759/6090, t=0.473836s
3760/6090, t=0.473869s
3761/6090, t=0.473903s
3762/6090, t=0.473936s
3763/6090, t=0.473969s
3764/6090, t=0.474003s
3765/6090, t=0.474036s
3766/6090, t=0.474069s
3767/6090, t=0.474103s
3768/6090, t=0.474136s
3769/6090, t=0.474169s
3770/6090, t=0.474203s
3771/6090, t=0.474236s
3772/6090, t=0.474269s
3773/6090, t=0.474303s
3774/6090, t=0.474336s
3775/6090, t=0.474369s
3776/6090, t=0.474403s
3777/6090, t=0.474436s
3778/6090, t=0.474469s
3779/6090, t=0.474503s
3780/6090, t=0.474536s
3781/6090, t=0.474569s
3782/6090, t=0.474603s
3783/6090, t=0.474636s
3784/6090, t=0.474669s
3785/6090, t=0.474703s
3786/6090, t=0.474736s
3787/6090, t=0.474769s
3788/6090, t=0.474803s
3789/6090, t=0.474836s
3790/6090, t=0.474869s
3791/6090, t=0.474903s
3792/6090, t=0.474936s
3793/6090, t=0.474969s
3794/6090, t=0.475003s
3795/6090, t=0.475036s
3796/6090, t=0.475069s
3797/6090, t=0.475103s
3798/6090, t=0.475136s
3799/6090, t=0.475169s
3800/6090, t=0.475203s
3801/6090, t=0.475236s
3802/6090, t=0.475269s
3803/6090, t=0.475303s
3804/6090, t=0.475336s
3805/6090, t=0.475369s
3806/6090, t=0.475403s
3807/6090, t=0.475436s
3808/6090, t=0.475469s
3809/6090, t=0.475503s
3810/6090, t=0.475536s
3811/6090, t=0.475569s
3812/6090, t=0.475603s
3813/6090, t=0.475636s
3814/6090, t=0.475669s
3815/6090, t=0.475703s
3816/6090, t=0.475736s
3817/6090, t=0.475769s
3818/6090, t=0.475803s
3819/6090, t=0.475836s
3820/6090, t=0.475869s
3821/6090, t=0.475903s
3822/6090, t=0.475936s
3823/6090, t=0.475969s
3824/6090, t=0.476003s
3825/6090, t=0.476036s
3826/6090, t=0.476069s
3827/6090, t=0.476103s
3828/6090, t=0.476136s
3829/6090, t=0.476169s
3830/6090, t=0.476203s
3831/6090, t=0.476236s
3832/6090, t=0.476269s
3833/6090, t=0.476303s
3834/6090, t=0.476336s
3835/6090, t=0.476369s
3836/6090, t=0.476403s
3837/6090, t=0.476436s
3838/6090, t=0.476469s
3839/6090, t=0.476503s
3840/6090, t=0.476536s
3841/6090, t=0.476569s
3842/6090, t=0.476603s
3843/6090, t=0.476636s
3844/6090, t=0.476669s
3845/6090, t=0.476703s
3846/6090, t=0.476736s
3847/6090, t=0.476769s
3848/6090, t=0.476803s
3849/6090, t=0.476836s
3850/6090, t=0.476869s
3851/6090, t=0.476903s
3852/6090, t=0.476936s
3853/6090, t=0.476969s
3854/6090, t=0.477003s
3855/6090, t=0.477036s
3856/6090, t=0.477069s
3857/6090, t=0.477103s
3858/6090, t=0.477136s
3859/6090, t=0.477169s
3860/6090, t=0.477203s
3861/6090, t=0.477236s
3862/6090, t=0.477269s
3863/6090, t=0.477303s
3864/6090, t=0.477336s
3865/6090, t=0.477369s
3866/6090, t=0.477403s
3867/6090, t=0.477436s
3868/6090, t=0.477469s
3869/6090, t=0.477503s
3870/6090, t=0.477536s
3871/6090, t=0.477569s
3872/6090, t=0.477603s
3873/6090, t=0.477636s
3874/6090, t=0.477669s
3875/6090, t=0.477703s
3876/6090, t=0.477736s
3877/6090, t=0.477769s
3878/6090, t=0.477803s
3879/6090, t=0.477836s
3880/6090, t=0.477869s
3881/6090, t=0.477903s
3882/6090, t=0.477936s
3883/6090, t=0.477969s
3884/6090, t=0.478003s
3885/6090, t=0.478036s
3886/6090, t=0.478069s
3887/6090, t=0.478103s
3888/6090, t=0.478136s
3889/6090, t=0.478169s
3890/6090, t=0.478203s
3891/6090, t=0.478236s
3892/6090, t=0.478269s
3893/6090, t=0.478303s
3894/6090, t=0.478336s
3895/6090, t=0.478369s
3896/6090, t=0.478403s
3897/6090, t=0.478436s
3898/6090, t=0.478469s
3899/6090, t=0.478503s
3900/6090, t=0.478536s
3901/6090, t=0.478569s
3902/6090, t=0.478603s
3903/6090, t=0.478636s
3904/6090, t=0.478669s
3905/6090, t=0.478703s
3906/6090, t=0.478736s
3907/6090, t=0.478769s
3908/6090, t=0.478803s
3909/6090, t=0.478836s
3910/6090, t=0.478869s
3911/6090, t=0.478903s
3912/6090, t=0.478936s
3913/6090, t=0.478969s
3914/6090, t=0.479003s
3915/6090, t=0.479036s
3916/6090, t=0.479069s
3917/6090, t=0.479103s
3918/6090, t=0.479136s
3919/6090, t=0.479169s
3920/6090, t=0.479203s
3921/6090, t=0.479236s
3922/6090, t=0.479269s
3923/6090, t=0.479303s
3924/6090, t=0.479336s
3925/6090, t=0.479369s
3926/6090, t=0.479403s
3927/6090, t=0.479436s
3928/6090, t=0.479469s
3929/6090, t=0.479503s
3930/6090, t=0.479536s
3931/6090, t=0.479569s
3932/6090, t=0.479603s
3933/6090, t=0.479636s
3934/6090, t=0.479669s
3935/6090, t=0.479703s
3936/6090, t=0.479736s
3937/6090, t=0.479769s
3938/6090, t=0.479803s
3939/6090, t=0.479836s
3940/6090, t=0.479869s
3941/6090, t=0.479903s
3942/6090, t=0.479936s
3943/6090, t=0.479969s
3944/6090, t=0.480003s
3945/6090, t=0.480036s
3946/6090, t=0.480069s
3947/6090, t=0.480103s
3948/6090, t=0.480136s
3949/6090, t=0.480169s
3950/6090, t=0.480203s
3951/6090, t=0.480236s
3952/6090, t=0.480269s
3953/6090, t=0.480303s
3954/6090, t=0.480336s
3955/6090, t=0.480369s
3956/6090, t=0.480403s
3957/6090, t=0.480436s
3958/6090, t=0.480469s
3959/6090, t=0.480503s
3960/6090, t=0.480536s
3961/6090, t=0.480569s
3962/6090, t=0.480603s
3963/6090, t=0.480636s
3964/6090, t=0.480669s
3965/6090, t=0.480703s
3966/6090, t=0.480736s
3967/6090, t=0.480769s
3968/6090, t=0.480803s
3969/6090, t=0.480836s
3970/6090, t=0.480869s
3971/6090, t=0.480903s
3972/6090, t=0.480936s
3973/6090, t=0.480969s
3974/6090, t=0.481003s
3975/6090, t=0.481036s
3976/6090, t=0.481069s
3977/6090, t=0.481103s
3978/6090, t=0.481136s
3979/6090, t=0.481169s
3980/6090, t=0.481203s
3981/6090, t=0.481236s
3982/6090, t=0.481269s
3983/6090, t=0.481303s
3984/6090, t=0.481336s
3985/6090, t=0.481369s
3986/6090, t=0.481403s
3987/6090, t=0.481436s
3988/6090, t=0.481469s
3989/6090, t=0.481503s
3990/6090, t=0.481536s
3991/6090, t=0.481569s
3992/6090, t=0.481603s
3993/6090, t=0.481636s
3994/6090, t=0.481669s
3995/6090, t=0.481703s
3996/6090, t=0.481736s
3997/6090, t=0.481769s
3998/6090, t=0.481803s
3999/6090, t=0.481836s
4000/6090, t=0.481869s
4001/6090, t=0.481903s
4002/6090, t=0.481936s
4003/6090, t=0.481969s
4004/6090, t=0.482003s
4005/6090, t=0.482036s
4006/6090, t=0.482069s
4007/6090, t=0.482103s
4008/6090, t=0.482136s
4009/6090, t=0.482169s
4010/6090, t=0.482203s
4011/6090, t=0.482236s
4012/6090, t=0.482269s
4013/6090, t=0.482303s
4014/6090, t=0.482336s
4015/6090, t=0.482369s
4016/6090, t=0.482403s
4017/6090, t=0.482436s
4018/6090, t=0.482469s
4019/6090, t=0.482503s
4020/6090, t=0.482536s
4021/6090, t=0.482569s
4022/6090, t=0.482603s
4023/6090, t=0.482636s
4024/6090, t=0.482669s
4025/6090, t=0.482703s
4026/6090, t=0.482736s
4027/6090, t=0.482769s
4028/6090, t=0.482803s
4029/6090, t=0.482836s
4030/6090, t=0.482869s
4031/6090, t=0.482903s
4032/6090, t=0.482936s
4033/6090, t=0.482969s
4034/6090, t=0.483003s
4035/6090, t=0.483036s
4036/6090, t=0.483069s
4037/6090, t=0.483103s
4038/6090, t=0.483136s
4039/6090, t=0.483169s
4040/6090, t=0.483203s
4041/6090, t=0.483236s
4042/6090, t=0.483269s
4043/6090, t=0.483303s
4044/6090, t=0.483336s
4045/6090, t=0.483369s
4046/6090, t=0.483403s
4047/6090, t=0.483436s
4048/6090, t=0.483469s
4049/6090, t=0.483503s
4050/6090, t=0.483536s
4051/6090, t=0.483569s
4052/6090, t=0.483603s
4053/6090, t=0.483636s
4054/6090, t=0.483669s
4055/6090, t=0.483703s
4056/6090, t=0.483736s
4057/6090, t=0.483769s
4058/6090, t=0.483803s
4059/6090, t=0.483836s
4060/6090, t=0.483869s
4061/6090, t=0.483903s
4062/6090, t=0.483936s
4063/6090, t=0.483969s
4064/6090, t=0.484003s
4065/6090, t=0.484036s
4066/6090, t=0.484069s
